SubjectCode,Subject,Series,Component,MaxRawMark,A*,A,B,C,D,E
9699,Sociology,june-2024,13,60,,38,32,27,22.0,17.0
9699,Sociology,june-2024,21,60,,38,35,29,24.0,19.0
9699,Sociology,june-2024,22,60,,37,32,26,21.0,16.0
9699,Sociology,june-2024,23,60,,37,33,28,23.0,18.0
9699,Sociology,june-2024,31,50,,36,34,30,25.0,20.0
9699,Sociology,june-2024,32,50,,36,34,30,25.0,20.0
9699,Sociology,june-2024,33,50,,36,34,30,25.0,20.0
9699,Sociology,june-2024,41,70,,49,47,42,38.0,34.0
9699,Sociology,june-2024,42,70,,49,47,42,38.0,34.0
9699,Sociology,june-2024,43,70,,49,47,42,38.0,34.0
9699,Sociology,june-2024,50,75,,54,45,36,27.0,18.0
9699,Sociology,june-2024,60,75,,54,45,36,27.0,18.0
9844,Spanish Language and Literature A Level,june-2024,11,40,,27,23,20,16.0,12.0
9844,Spanish Language and Literature A Level,june-2024,12,40,,27,23,20,16.0,12.0
9844,Spanish Language and Literature A Level,june-2024,13,40,,27,23,20,16.0,12.0
9844,Spanish Language and Literature A Level,june-2024,21,40,,29,25,21,18.0,14.0
9844,Spanish Language and Literature A Level,june-2024,22,40,,29,25,21,18.0,14.0
9844,Spanish Language and Literature A Level,june-2024,23,40,,29,25,21,18.0,14.0
9844,Spanish Language and Literature A Level,june-2024,31,40,,27,22,19,16.0,14.0
9844,Spanish Language and Literature A Level,june-2024,32,40,,27,22,19,16.0,14.0
9844,Spanish Language and Literature A Level,june-2024,33,40,,27,22,19,16.0,14.0
8022,Spanish Language AS Level,june-2024,04,65,,56,52,46,40.0,35.0
8022,Spanish Language AS Level,june-2024,11,40,,31,28,25,21.0,18.0
8022,Spanish Language AS Level,june-2024,12,40,,33,30,27,23.0,20.0
8022,Spanish Language AS Level,june-2024,13,40,,33,30,27,23.0,20.0
8022,Spanish Language AS Level,june-2024,21,40,,28,25,21,18.0,15.0
8022,Spanish Language AS Level,june-2024,22,40,,27,24,20,17.0,14.0
8022,Spanish Language AS Level,june-2024,23,40,,27,24,20,17.0,14.0
8022,Spanish Language AS Level,june-2024,31,40,,33,30,27,24.0,20.0
8022,Spanish Language AS Level,june-2024,32,40,,32,29,26,23.0,19.0
8022,Spanish Language AS Level,june-2024,33,40,,32,29,26,23.0,19.0
8386,Sport & Physical Education AS Level,june-2024,02,70,,52,45,38,32.0,26.0
8386,Sport & Physical Education AS Level,june-2024,11,70,,49,44,39,33.0,28.0
8386,Sport & Physical Education AS Level,june-2024,12,70,,49,44,39,33.0,28.0
8386,Sport & Physical Education AS Level,june-2024,13,70,,49,44,39,33.0,28.0
9689,Tamil A Level,june-2024,22,70,,44,40,34,28.0,22.0
9689,Tamil A Level,june-2024,32,40,,29,25,21,18.0,15.0
9689,Tamil A Level,june-2024,42,75,,39,36,32,27.0,23.0
9689,Tamil A Level,june-2024,52,40,,28,23,20,17.0,15.0
8689,Tamil Language AS Level,june-2024,22,70,,40,34,28,22.0,16.0
8689,Tamil Language AS Level,june-2024,32,40,,25,21,18,15.0,12.0
9694,Thinking Skills,june-2024,11,50,,30,26,21,17.0,12.0
9694,Thinking Skills,june-2024,12,50,,30,26,21,17.0,12.0
9694,Thinking Skills,june-2024,13,50,,30,26,21,17.0,12.0
9694,Thinking Skills,june-2024,21,50,,30,25,21,17.0,14.0
9694,Thinking Skills,june-2024,22,50,,31,26,22,18.0,15.0
9694,Thinking Skills,june-2024,23,50,,31,26,22,18.0,15.0
9694,Thinking Skills,june-2024,31,50,,33,27,23,18.0,13.0
9694,Thinking Skills,june-2024,32,50,,31,26,22,18.0,13.0
9694,Thinking Skills,june-2024,33,50,,31,26,22,18.0,13.0
9694,Thinking Skills,june-2024,41,50,,29,25,21,17.0,14.0
9694,Thinking Skills,june-2024,42,50,,29,25,21,17.0,14.0
9694,Thinking Skills,june-2024,43,50,,29,25,21,17.0,14.0
9395,Travel and Tourism,june-2024,02,50,,42,37,32,27.0,23.0
9395,Travel and Tourism,june-2024,11,75,,64,62,59,56.0,51.0
9395,Travel and Tourism,june-2024,12,75,,64,62,59,56.0,51.0
9395,Travel and Tourism,june-2024,13,75,,64,62,59,56.0,51.0
9395,Travel and Tourism,june-2024,31,50,,35,29,24,19.0,15.0
9395,Travel and Tourism,june-2024,32,50,,33,27,22,18.0,14.0
9395,Travel and Tourism,june-2024,33,50,,33,27,22,18.0,14.0
9395,Travel and Tourism,june-2024,41,50,,38,33,30,26.0,21.0
9395,Travel and Tourism,june-2024,42,50,,38,33,30,26.0,21.0
9395,Travel and Tourism,june-2024,43,50,,38,33,30,26.0,21.0
9676,Urdu A Level,june-2024,02,70,,58,53,48,42.0,35.0
9676,Urdu A Level,june-2024,03,40,,32,28,24,20.0,17.0
9676,Urdu A Level,june-2024,04,75,,56,50,45,41.0,36.0
9676,Urdu A Level,june-2024,05,40,,31,27,23,19.0,16.0
9686,Urdu A Level,june-2024,02,70,,58,53,48,42.0,35.0
9686,Urdu A Level,june-2024,03,40,,32,28,24,20.0,17.0
9686,Urdu A Level,june-2024,04,75,,56,50,45,41.0,36.0
8686,Urdu Language AS Level,june-2024,02,70,,53,47,41,35.0,29.0
8686,Urdu Language AS Level,june-2024,03,40,,28,24,20,17.0,14.0
9706,Accounting,march-2024,12,30,,22,18,16,14.0,12.0
9706,Accounting,march-2024,22,90,,60,52,43,35.0,26.0
9706,Accounting,march-2024,32,75,,47,41,35,27.0,19.0
9706,Accounting,march-2024,42,50,,36,33,27,22.0,17.0
9479,Art & Design,march-2024,01,100,,75,65,55,45.0,35.0
9479,Art & Design,march-2024,02,100,,72,62,52,42.0,32.0
9479,Art & Design,march-2024,03,100,,75,65,55,45.0,35.0
9609,Business,march-2024,12,40,,36,32,29,26.0,24.0
9609,Business,march-2024,22,60,,47,43,38,34.0,29.0
9609,Business,march-2024,32,60,,38,34,30,25.0,19.0
9609,Business,march-2024,42,40,,28,25,21,17.0,14.0
9980,Cambridge International Project,march-2024,01,80,,57,50,43,36.0,30.0
9701,Chemistry,march-2024,12,40,,30,27,22,17.0,13.0
9701,Chemistry,march-2024,22,60,,44,37,32,28.0,22.0
9701,Chemistry,march-2024,33,40,,24,21,18,15.0,12.0
9701,Chemistry,march-2024,42,100,,59,53,43,33.0,23.0
9701,Chemistry,march-2024,52,30,,23,20,17,14.0,11.0
9708,Economics,march-2024,12,30,,25,22,19,16.0,14.0
9708,Economics,march-2024,22,60,,28,25,21,18.0,14.0
9708,Economics,march-2024,32,30,,24,22,19,17.0,14.0
9708,Economics,march-2024,42,60,,33,28,24,20.0,15.0
8021,English General Paper AS Level,march-2024,12,30,,22,19,16,14.0,12.0
8021,English General Paper AS Level,march-2024,22,50,,35,32,29,25.0,20.0
9093,English Language,march-2024,12,50,,36,31,27,24.0,20.0
9093,English Language,march-2024,22,50,,34,29,25,21.0,18.0
9093,English Language,march-2024,32,50,,37,31,25,20.0,15.0
9093,English Language,march-2024,42,50,,37,32,27,21.0,15.0
9695,English Literature,march-2024,12,50,,37,33,28,24.0,20.0
9695,English Literature,march-2024,22,50,,35,31,27,22.0,18.0
9695,English Literature,march-2024,32,50,,38,32,27,23.0,18.0
9695,English Literature,march-2024,42,50,,39,34,29,24.0,18.0
9239,Global Perspectives & Research,march-2024,02,40,,29,26,23,20.0,18.0
9239,Global Perspectives & Research,march-2024,03,40,,26,24,22,20.0,18.0
9239,Global Perspectives & Research,march-2024,04,85,,57,50,44,38.0,32.0
9239,Global Perspectives & Research,march-2024,12,45,,33,30,28,25.0,21.0
9489,History,march-2024,12,40,,23,20,17,14.0,12.0
9489,History,march-2024,22,60,,38,33,28,24.0,19.0
9489,History,march-2024,32,40,,32,28,24,21.0,18.0
9489,History,march-2024,42,60,,44,39,35,30.0,24.0
9626,Information Technology,march-2024,02,90,,58,52,47,43.0,39.0
9626,Information Technology,march-2024,04,90,,76,72,62,52.0,41.0
9626,Information Technology,march-2024,12,70,,36,33,28,23.0,19.0
9626,Information Technology,march-2024,32,70,,47,42,36,30.0,24.0
9709,Mathematics,march-2024,12,75,,63,57,47,38.0,29.0
9709,Mathematics,march-2024,22,50,,40,36,30,24.0,18.0
9709,Mathematics,march-2024,32,75,,58,52,44,35.0,26.0
9709,Mathematics,march-2024,42,50,,38,32,27,22.0,17.0
9709,Mathematics,march-2024,52,50,,44,39,33,26.0,20.0
9709,Mathematics,march-2024,62,50,,42,36,30,25.0,20.0
9702,Physics,march-2024,12,40,,32,29,25,21.0,18.0
9702,Physics,march-2024,22,60,,47,42,37,31.0,24.0
9702,Physics,march-2024,33,40,,32,30,27,24.0,22.0
9702,Physics,march-2024,42,100,,61,52,42,32.0,22.0
9702,Physics,march-2024,52,30,,23,20,17,14.0,11.0
9990,Psychology,march-2024,12,60,,42,37,32,27.0,23.0
9990,Psychology,march-2024,22,60,,43,39,35,31.0,27.0
9990,Psychology,march-2024,32,60,,36,29,25,21.0,16.0
9990,Psychology,march-2024,42,60,,38,33,29,25.0,21.0
9699,Sociology,march-2024,12,60,,36,32,29,25.0,21.0
9699,Sociology,march-2024,22,60,,38,32,28,25.0,22.0
9699,Sociology,march-2024,32,50,,40,36,32,26.0,21.0
9699,Sociology,march-2024,42,70,,52,46,40,35.0,30.0
9706,Accounting,november-2023,11,30,,23,18,15,13.0,11.0
9706,Accounting,november-2023,12,30,,23,18,15,13.0,11.0
9706,Accounting,november-2023,13,30,,23,18,15,13.0,11.0
9706,Accounting,november-2023,21,90,,55,47,39,31.0,22.0
9706,Accounting,november-2023,22,90,,58,48,39,31.0,22.0
9706,Accounting,november-2023,23,90,,58,48,39,31.0,22.0
9706,Accounting,november-2023,31,75,,47,42,36,30.0,23.0
9706,Accounting,november-2023,32,75,,47,42,36,30.0,23.0
9706,Accounting,november-2023,33,75,,47,42,36,30.0,23.0
9706,Accounting,november-2023,41,50,,26,23,19,14.0,10.0
9706,Accounting,november-2023,42,50,,34,31,25,19.0,14.0
9706,Accounting,november-2023,43,50,,34,31,25,19.0,14.0
9680,Arabic A Level,november-2023,21,70,,43,38,32,26.0,20.0
9680,Arabic A Level,november-2023,22,70,,41,36,30,24.0,18.0
9680,Arabic A Level,november-2023,31,40,,33,29,25,21.0,17.0
9680,Arabic A Level,november-2023,32,40,,33,29,25,21.0,17.0
9680,Arabic A Level,november-2023,41,75,,53,48,44,40.0,36.0
9680,Arabic A Level,november-2023,42,75,,53,48,44,40.0,36.0
9680,Arabic A Level,november-2023,51,40,,34,30,26,22.0,19.0
9680,Arabic A Level,november-2023,52,40,,34,30,26,22.0,19.0
8680,Arabic Language AS Level,november-2023,21,70,,38,32,26,20.0,14.0
8680,Arabic Language AS Level,november-2023,22,70,,36,30,24,18.0,12.0
8680,Arabic Language AS Level,november-2023,31,40,,29,25,21,17.0,13.0
8680,Arabic Language AS Level,november-2023,32,40,,29,25,21,17.0,13.0
8679,Afrikaans Language AS Level,november-2023,02,70,,43,37,31,24.0,18.0
8679,Afrikaans Language AS Level,november-2023,03,40,,26,22,19,16.0,13.0
8679,Afrikaans Language AS Level,november-2023,01,100,,73,64,40,,
9479,Art and Design,november-2023,01,100,,75,65,55,45.0,35.0
9479,Art and Design,november-2023,02,100,,72,62,52,42.0,32.0
9479,Art and Design,november-2023,03,100,,75,65,55,45.0,35.0
9484,Biblical Studies,november-2023,12,50,,35,32,29,26.0,22.0
9484,Biblical Studies,november-2023,22,50,,32,29,26,23.0,20.0
9484,Biblical Studies,november-2023,32,50,,33,29,25,21.0,18.0
9484,Biblical Studies,november-2023,42,50,,38,33,28,24.0,19.0
9700,Biology,november-2023,11,40,,29,27,24,21.0,19.0
9700,Biology,november-2023,12,40,,26,23,20,18.0,16.0
9700,Biology,november-2023,13,40,,29,26,23,20.0,17.0
9700,Biology,november-2023,21,60,,38,32,27,21.0,15.0
9700,Biology,november-2023,22,60,,38,32,28,22.0,16.0
9700,Biology,november-2023,23,60,,31,25,20,16.0,11.0
9700,Biology,november-2023,31,40,,30,27,24,22.0,20.0
9700,Biology,november-2023,33,40,,29,26,23,20.0,18.0
9700,Biology,november-2023,34,40,,30,27,24,21.0,18.0
9700,Biology,november-2023,35,40,,31,28,25,23.0,21.0
9700,Biology,november-2023,36,40,,31,28,25,22.0,19.0
9700,Biology,november-2023,41,100,,62,54,46,37.0,27.0
9700,Biology,november-2023,42,100,,62,54,45,35.0,25.0
9700,Biology,november-2023,43,100,,62,54,46,37.0,27.0
9700,Biology,november-2023,50,75,,54,45,38,31.0,25.0
9700,Biology,november-2023,51,30,,23,20,17,14.0,12.0
9700,Biology,november-2023,52,30,,15,13,11,9.0,7.0
9700,Biology,november-2023,53,30,,23,20,17,14.0,12.0
9609,Business,november-2023,11,40,,34,32,29,26.0,23.0
9609,Business,november-2023,12,40,,35,33,30,28.0,26.0
9609,Business,november-2023,13,40,,34,30,27,24.0,22.0
9609,Business,november-2023,21,60,,47,43,39,35.0,31.0
9609,Business,november-2023,22,60,,41,37,33,28.0,24.0
9609,Business,november-2023,23,60,,45,42,38,34.0,30.0
9609,Business,november-2023,31,60,,39,35,31,26.0,21.0
9609,Business,november-2023,32,60,,47,43,39,34.0,29.0
9609,Business,november-2023,33,60,,39,35,31,26.0,21.0
9609,Business,november-2023,41,40,,30,28,25,23.0,21.0
9609,Business,november-2023,42,40,,30,28,23,19.0,15.0
9609,Business,november-2023,43,40,,30,28,25,23.0,21.0
9701,Chemistry,november-2023,11,40,,28,23,19,15.0,12.0
9701,Chemistry,november-2023,12,40,,26,21,17,14.0,11.0
9701,Chemistry,november-2023,13,40,,28,23,19,15.0,12.0
9701,Chemistry,november-2023,21,60,,36,27,24,21.0,17.0
9701,Chemistry,november-2023,22,60,,39,30,25,19.0,13.0
9701,Chemistry,november-2023,23,60,,36,27,24,21.0,17.0
9701,Chemistry,november-2023,31,40,,25,22,18,15.0,12.0
9701,Chemistry,november-2023,33,40,,27,24,20,16.0,13.0
9701,Chemistry,november-2023,34,40,,24,22,18,14.0,11.0
9701,Chemistry,november-2023,35,40,,25,22,18,15.0,12.0
9701,Chemistry,november-2023,36,40,,24,21,18,15.0,12.0
9701,Chemistry,november-2023,41,100,,63,57,46,35.0,24.0
9701,Chemistry,november-2023,42,100,,60,54,43,32.0,21.0
9701,Chemistry,november-2023,43,100,,63,57,46,35.0,24.0
9701,Chemistry,november-2023,50,75,,55,45,39,33.0,28.0
9701,Chemistry,november-2023,51,30,,21,19,16,13.0,10.0
9701,Chemistry,november-2023,52,30,,21,19,16,13.0,10.0
9701,Chemistry,november-2023,53,30,,21,19,16,13.0,10.0
9715,Chinese A Level,november-2023,21,70,,44,39,34,28.0,22.0
9715,Chinese A Level,november-2023,22,70,,44,39,34,28.0,22.0
9715,Chinese A Level,november-2023,23,70,,44,39,34,28.0,22.0
9715,Chinese A Level,november-2023,31,40,,32,28,24,20.0,17.0
9715,Chinese A Level,november-2023,32,40,,32,28,24,20.0,17.0
9715,Chinese A Level,november-2023,33,40,,32,28,24,20.0,17.0
9715,Chinese A Level,november-2023,41,75,,51,46,42,38.0,34.0
9715,Chinese A Level,november-2023,42,75,,51,46,42,38.0,34.0
9715,Chinese A Level,november-2023,43,75,,51,46,42,38.0,34.0
8681,Chinese Language,november-2023,21,70,,39,33,28,22.0,17.0
8681,Chinese Language,november-2023,22,70,,39,33,28,22.0,17.0
8681,Chinese Language,november-2023,23,70,,39,33,28,22.0,17.0
8681,Chinese Language,november-2023,31,40,,28,24,20,17.0,14.0
8681,Chinese Language,november-2023,32,40,,28,24,20,17.0,14.0
8681,Chinese Language,november-2023,33,40,,28,24,20,17.0,14.0
9274,Classical Studies,november-2023,11,50,,36,31,26,21.0,17.0
9274,Classical Studies,november-2023,12,50,,36,31,26,21.0,17.0
9274,Classical Studies,november-2023,13,50,,36,31,26,21.0,17.0
9274,Classical Studies,november-2023,21,50,,35,31,26,21.0,16.0
9274,Classical Studies,november-2023,22,50,,36,32,27,22.0,17.0
9274,Classical Studies,november-2023,23,50,,36,32,27,22.0,17.0
9274,Classical Studies,november-2023,31,50,,35,30,27,23.0,19.0
9274,Classical Studies,november-2023,32,50,,35,30,27,23.0,19.0
9274,Classical Studies,november-2023,33,50,,35,30,27,23.0,19.0
9274,Classical Studies,november-2023,41,50,,37,29,25,22.0,19.0
9274,Classical Studies,november-2023,42,50,,37,29,25,22.0,19.0
9274,Classical Studies,november-2023,43,50,,37,29,25,22.0,19.0
9618,Computer Science,november-2023,11,75,,44,37,30,23.0,17.0
9618,Computer Science,november-2023,12,75,,46,38,31,24.0,18.0
9618,Computer Science,november-2023,13,75,,44,37,30,23.0,17.0
9618,Computer Science,november-2023,21,75,,46,39,32,25.0,18.0
9618,Computer Science,november-2023,22,75,,47,40,33,26.0,18.0
9618,Computer Science,november-2023,23,75,,46,39,32,25.0,18.0
9618,Computer Science,november-2023,31,75,,49,40,34,27.0,21.0
9618,Computer Science,november-2023,32,75,,46,37,31,26.0,21.0
9618,Computer Science,november-2023,33,75,,49,40,34,27.0,21.0
9618,Computer Science,november-2023,41,75,,57,47,38,29.0,19.0
9618,Computer Science,november-2023,42,75,,59,49,40,30.0,19.0
9618,Computer Science,november-2023,43,75,,57,47,38,29.0,19.0
9618,Computer Science,november-2023,50,75,,58,46,39,32.0,26.0
9705,Design and Technology,november-2023,02,40,,32,28,24,20.0,16.0
9705,Design and Technology,november-2023,04,40,,34,28,24,20.0,16.0
9705,Design and Technology,november-2023,11,120,,101,96,88,81.0,74.0
9705,Design and Technology,november-2023,12,120,,101,96,88,81.0,74.0
9705,Design and Technology,november-2023,13,120,,101,96,88,81.0,74.0
9705,Design and Technology,november-2023,32,120,,95,90,83,77.0,71.0
9705,Design and Technology,november-2023,33,120,,95,90,83,77.0,71.0
9631,Design and Textiles,november-2023,01,75,,46,42,37,32.0,26.0
9631,Design and Textiles,november-2023,02,100,,77,72,62,52.0,42.0
9631,Design and Textiles,november-2023,03,100,,58,52,46,40.0,34.0
9631,Design and Textiles,november-2023,04,100,,80,75,65,55.0,45.0
9481,Digital Media & Design,november-2023,01,100,,70,60,49,39.0,28.0
9481,Digital Media & Design,november-2023,02,100,,70,60,49,39.0,28.0
9481,Digital Media & Design,november-2023,03,100,,70,60,50,39.0,28.0
9482,Drama,november-2023,02,60,,50,44,37,31.0,25.0
9482,Drama,november-2023,03,60,,51,45,39,33.0,26.0
9482,Drama,november-2023,04,60,,48,39,33,26.0,20.0
9482,Drama,november-2023,11,60,,39,34,29,24.0,19.0
9482,Drama,november-2023,12,60,,39,34,29,24.0,19.0
9482,Drama,november-2023,13,60,,39,34,29,24.0,19.0
9708,Economics,november-2023,11,30,,24,21,18,16.0,14.0
9708,Economics,november-2023,12,30,,25,22,19,16.0,14.0
9708,Economics,november-2023,13,30,,25,22,19,16.0,14.0
9708,Economics,november-2023,21,60,,27,23,19,14.0,10.0
9708,Economics,november-2023,22,60,,24,22,18,15.0,11.0
9708,Economics,november-2023,23,60,,27,23,19,16.0,12.0
9708,Economics,november-2023,31,30,,23,20,18,16.0,14.0
9708,Economics,november-2023,32,30,,25,19,17,15.0,14.0
9708,Economics,november-2023,33,30,,23,19,17,15.0,14.0
9708,Economics,november-2023,41,60,,38,31,28,25.0,22.0
9708,Economics,november-2023,42,60,,43,36,32,28.0,22.0
9708,Economics,november-2023,43,60,,38,32,28,23.0,18.0
8021,English General Paper AS Level,november-2023,11,30,,22,19,17,15.0,13.0
8021,English General Paper AS Level,november-2023,12,30,,22,19,17,15.0,13.0
8021,English General Paper AS Level,november-2023,13,30,,22,19,17,15.0,13.0
8021,English General Paper AS Level,november-2023,21,50,,27,24,21,18.0,15.0
8021,English General Paper AS Level,november-2023,22,50,,33,29,27,24.0,21.0
8021,English General Paper AS Level,november-2023,23,50,,33,29,27,24.0,21.0
8021,English General Paper AS Level,november-2023,50,75,,54,45,36,27.0,18.0
9093,English Language A Level,november-2023,11,50,,34,29,26,22.0,19.0
9093,English Language A Level,november-2023,12,50,,34,29,26,22.0,19.0
9093,English Language A Level,november-2023,13,50,,34,29,26,22.0,19.0
9093,English Language A Level,november-2023,21,50,,33,28,24,21.0,18.0
9093,English Language A Level,november-2023,22,50,,33,28,24,21.0,18.0
9093,English Language A Level,november-2023,23,50,,33,28,24,21.0,18.0
9093,English Language A Level,november-2023,31,50,,36,31,26,20.0,14.0
9093,English Language A Level,november-2023,32,50,,36,31,26,20.0,14.0
9093,English Language A Level,november-2023,33,50,,36,31,26,20.0,14.0
9093,English Language A Level,november-2023,41,50,,38,33,27,21.0,15.0
9093,English Language A Level,november-2023,42,50,,38,33,27,21.0,15.0
9093,English Language A Level,november-2023,43,50,,38,33,27,21.0,15.0
8291,Environmental Management AS Level,november-2023,11,80,,50,42,38,33.0,29.0
8291,Environmental Management AS Level,november-2023,12,80,,50,42,38,33.0,29.0
8291,Environmental Management AS Level,november-2023,13,80,,50,42,38,33.0,29.0
8291,Environmental Management AS Level,november-2023,21,80,,51,44,39,35.0,31.0
8291,Environmental Management AS Level,november-2023,22,80,,51,44,39,35.0,31.0
8291,Environmental Management AS Level,november-2023,23,80,,51,44,39,35.0,31.0
8665,First Language Spanish AS Level,november-2023,21,70,,48,44,38,32.0,26.0
8665,First Language Spanish AS Level,november-2023,41,75,,51,46,42,38.0,34.0
9716,French A Level,november-2023,01,100,,78,68,60,53.0,46.0
9716,French A Level,november-2023,22,70,,44,38,33,29.0,25.0
9716,French A Level,november-2023,23,70,,44,38,33,29.0,25.0
9716,French A Level,november-2023,32,40,,29,25,21,18.0,15.0
9716,French A Level,november-2023,33,40,,29,25,21,18.0,15.0
9716,French A Level,november-2023,42,75,,55,49,45,39.0,33.0
9716,French A Level,november-2023,43,75,,55,49,45,39.0,33.0
8682,French Language AS Level,november-2023,01,100,,68,60,53,46.0,39.0
8682,French Language AS Level,november-2023,21,70,,38,33,29,25.0,21.0
8682,French Language AS Level,november-2023,22,70,,38,33,29,25.0,21.0
8682,French Language AS Level,november-2023,23,70,,38,33,29,25.0,21.0
8682,French Language AS Level,november-2023,31,40,,25,21,18,15.0,12.0
8682,French Language AS Level,november-2023,32,40,,25,21,18,15.0,12.0
8682,French Language AS Level,november-2023,33,40,,25,21,18,15.0,12.0
9231,Further Mathematics A Level,november-2023,11,75,,50,40,34,28.0,22.0
9231,Further Mathematics A Level,november-2023,12,75,,50,40,34,28.0,22.0
9231,Further Mathematics A Level,november-2023,13,75,,50,40,34,28.0,22.0
9231,Further Mathematics A Level,november-2023,21,75,,62,54,45,37.0,27.0
9231,Further Mathematics A Level,november-2023,22,75,,66,58,50,43.0,34.0
9231,Further Mathematics A Level,november-2023,23,75,,62,54,45,37.0,27.0
9231,Further Mathematics A Level,november-2023,31,50,,27,21,18,15.0,12.0
9231,Further Mathematics A Level,november-2023,32,50,,31,23,20,17.0,14.0
9231,Further Mathematics A Level,november-2023,33,50,,27,21,18,15.0,12.0
9231,Further Mathematics A Level,november-2023,41,50,,38,34,27,20.0,14.0
9231,Further Mathematics A Level,november-2023,42,50,,42,38,32,26.0,20.0
9231,Further Mathematics A Level,november-2023,43,50,,38,34,27,20.0,14.0
9696,Geography,november-2023,11,60,,35,31,26,22.0,18.0
9696,Geography,november-2023,12,60,,34,30,25,21.0,17.0
9696,Geography,november-2023,13,60,,35,31,26,22.0,18.0
9696,Geography,november-2023,21,60,,35,30,26,22.0,18.0
9696,Geography,november-2023,22,60,,34,29,26,22.0,18.0
9696,Geography,november-2023,23,60,,35,30,26,22.0,18.0
9696,Geography,november-2023,31,60,,34,30,27,24.0,20.0
9696,Geography,november-2023,32,60,,34,30,27,24.0,20.0
9696,Geography,november-2023,33,60,,34,30,27,24.0,20.0
9696,Geography,november-2023,41,60,,34,30,27,23.0,20.0
9696,Geography,november-2023,42,60,,34,30,27,23.0,20.0
9696,Geography,november-2023,43,60,,34,30,27,23.0,20.0
9696,Geography,november-2023,50,75,,54,45,36,27.0,18.0
9717,German A Level,november-2023,01,100,,78,68,60,53.0,46.0
9717,German A Level,november-2023,22,70,,51,45,39,33.0,26.0
9717,German A Level,november-2023,23,70,,52,46,40,34.0,27.0
9717,German A Level,november-2023,32,40,,32,28,24,20.0,17.0
9717,German A Level,november-2023,33,40,,32,28,24,20.0,17.0
9717,German A Level,november-2023,42,75,,52,47,43,39.0,35.0
9717,German A Level,november-2023,43,75,,52,47,43,39.0,35.0
9717,German A Level,november-2023,60,75,,54,45,36,27.0,18.0
8683,German Language AS Level,november-2023,01,100,,68,60,53,46.0,39.0
8683,German Language AS Level,november-2023,22,70,,45,38,32,26.0,20.0
8683,German Language AS Level,november-2023,23,70,,46,39,33,27.0,21.0
8683,German Language AS Level,november-2023,32,40,,28,24,20,17.0,14.0
8683,German Language AS Level,november-2023,33,40,,28,24,20,17.0,14.0
9687,Hindi A Level,november-2023,02,70,,56,52,46,42.0,36.0
9687,Hindi A Level,november-2023,03,40,,33,31,26,21.0,17.0
9687,Hindi A Level,november-2023,04,75,,51,47,43,39.0,36.0
9687,Hindi A Level,november-2023,05,40,,36,33,29,25.0,21.0
8675,Hindi Literature,november-2023,04,75,,47,43,39,36.0,33.0
8687,Hindi Language,november-2023,02,70,,52,46,41,36.0,31.0
8687,Hindi Language,november-2023,03,40,,31,26,21,17.0,13.0
9487,Hinduism,november-2023,01,60,,41,34,28,22.0,16.0
9487,Hinduism,november-2023,02,60,,35,30,25,21.0,17.0
9487,Hinduism,november-2023,03,60,,40,34,28,21.0,15.0
9487,Hinduism,november-2023,04,60,,37,31,26,21.0,15.0
9489,History,november-2023,11,40,,22,19,16,14.0,12.0
9489,History,november-2023,12,40,,22,19,16,14.0,12.0
9489,History,november-2023,13,40,,22,19,16,14.0,12.0
9489,History,november-2023,21,60,,39,34,29,24.0,19.0
9489,History,november-2023,22,60,,39,34,29,24.0,19.0
9489,History,november-2023,23,60,,39,34,29,24.0,19.0
9489,History,november-2023,31,40,,30,27,24,21.0,19.0
9489,History,november-2023,32,40,,30,27,24,21.0,19.0
9489,History,november-2023,33,40,,30,27,24,21.0,19.0
9489,History,november-2023,41,60,,43,39,35,31.0,25.0
9489,History,november-2023,42,60,,43,39,35,31.0,25.0
9489,History,november-2023,43,60,,43,39,35,31.0,25.0
9489,History,november-2023,50,75,,54,45,36,27.0,18.0
9626,Information Technology,november-2023,02,90,,58,50,44,38.0,32.0
9626,Information Technology,november-2023,04,90,,66,60,52,43.0,33.0
9626,Information Technology,november-2023,11,70,,35,30,25,20.0,15.0
9626,Information Technology,november-2023,12,70,,35,30,25,20.0,15.0
9626,Information Technology,november-2023,13,70,,35,30,25,20.0,15.0
9626,Information Technology,november-2023,31,70,,44,38,32,26.0,20.0
9626,Information Technology,november-2023,32,70,,44,38,32,26.0,20.0
9626,Information Technology,november-2023,33,70,,44,38,32,26.0,20.0
9980,International Project A Level,november-2023,01,80,,57,50,43,36.0,30.0
9488,Islamic Studies,november-2023,12,50,,39,34,29,25.0,21.0
9488,Islamic Studies,november-2023,22,50,,38,33,29,24.0,20.0
9488,Islamic Studies,november-2023,32,50,,39,34,29,24.0,19.0
9488,Islamic Studies,november-2023,42,50,,37,32,27,22.0,17.0
8281,Japanese Language,november-2023,01,100,,78,68,60,53.0,46.0
8281,Japanese Language,november-2023,02,70,,46,42,37,33.0,29.0
8281,Japanese Language,november-2023,03,40,,29,25,21,17.0,13.0
8695,Language and Literature in English AS Level,november-2023,11,50,,33,28,24,21.0,18.0
8695,Language and Literature in English AS Level,november-2023,12,50,,33,28,24,21.0,18.0
8695,Language and Literature in English AS Level,november-2023,13,50,,33,28,24,21.0,18.0
8695,Language and Literature in English AS Level,november-2023,21,50,,37,33,29,25.0,21.0
8695,Language and Literature in English AS Level,november-2023,22,50,,37,33,29,25.0,21.0
